public_private,pct_top10,fulltime_undergrad,parttime_undergrad,tuition_out_state,room_board_cost,additional_fees,book_cost,personal_spending,pct_faculty_phd,student_faculty_ratio,pct_alumni_donate,instructional_expenditure,graduation_rate,acceptance_rate,yield_rate
2,60.0,569.0,7.0,17238.0,7350.0,112.0,600.0,800.0,95.0,8.2,41.0,18372.0,73.0,0.7391812865497076,0.2199367088607595
2,11.0,500.0,331.0,12600.0,5520.0,265.0,630.0,2250.0,77.0,10.4,7.0,9773.0,43.0,0.7674418604651163,0.36742424242424243
2,21.0,273.0,317.0,11480.0,5280.0,290.0,630.0,2034.0,75.0,7.8,41.0,10362.0,44.0,0.6085271317829457,0.27388535031847133
2,21.0,648.0,150.0,12790.0,6100.0,250.0,650.0,2250.0,56.0,11.6,29.0,8966.0,50.0,0.812206572769953,0.43352601156069365
2,21.0,1067.0,268.0,12180.0,3885.0,195.0,683.0,2438.0,69.0,12.6,14.0,8294.0,49.0,0.8042488619119879,0.6132075471698113
2,16.0,1431.0,1522.0,13540.0,5050.0,265.0,630.0,2298.0,66.0,14.1,23.0,10139.0,47.0,0.606762680025047,0.23323013415892674
2,21.0,553.0,9.0,13975.0,6200.0,690.0,500.0,1248.0,46.0,15.4,5.0,11304.0,60.0,0.873015873015873,0.41818181818181815
2,32.0,781.0,43.0,14100.0,6000.0,442.0,600.0,1370.0,71.0,10.3,24.0,14299.0,64.0,0.782608695652174,0.3188405797101449
2,37.0,1039.0,466.0,12474.0,5678.0,425.0,630.0,1278.0,53.0,11.9,19.0,10613.0,72.0,0.817351598173516,0.21042830540037244
2,52.0,1686.0,35.0,16560.0,5140.0,334.0,558.0,1152.0,91.0,10.5,30.0,16196.0,79.0,0.5675559380378657,0.2805155420773313
2,9.0,414.0,165.0,6500.0,3000.0,490.0,500.0,1248.0,38.0,10.7,6.0,5612.0,67.0,0.8502994011976048,0.6267605633802817
2,51.0,704.0,63.0,9900.0,3670.0,174.0,630.0,1818.0,59.0,10.5,14.0,8095.0,54.0,0.791907514450867,0.5328467153284672
2,20.0,1316.0,139.0,11925.0,3825.0,265.0,630.0,1926.0,48.0,12.3,12.0,9157.0,69.0,0.7106382978723405,0.5763473053892215
2,20.0,1889.0,217.0,10178.0,4190.0,134.0,800.0,750.0,71.0,16.1,19.0,7895.0,54.0,0.8491965389369592,0.6229985443959243
2,86.0,2488.0,625.0,18200.0,6770.0,70.0,500.0,700.0,95.0,11.6,13.0,16185.0,66.0,0.5331065166186862,0.3338242513500245
2,18.0,784.0,127.0,9520.0,4124.0,340.0,630.0,1818.0,63.0,18.6,11.0,8219.0,43.0,0.8831168831168831,0.5676470588235294
2,36.0,2615.0,248.0,13332.0,6354.0,120.0,630.0,1584.0,88.0,16.1,17.0,9619.0,78.0,0.6095346197502838,0.2886405959031657
2,88.0,6573.0,472.0,18669.0,6795.0,265.0,840.0,1355.0,71.0,9.7,25.0,33629.0,96.0,0.21502057613168724,0.5522898154477102
1,95.0,19532.0,2061.0,11648.0,6246.0,265.0,636.0,1933.0,93.0,15.8,10.0,13919.0,78.0,0.4152367533839883,0.3896025206010664
1,95.0,15429.0,1888.0,7699.0,5285.0,4374.0,841.0,2374.0,71.0,14.5,11.0,15873.0,76.0,0.6974851618429909,0.27405912799368365
1,85.0,12677.0,864.0,12024.0,5302.0,265.0,790.0,1818.0,96.0,16.1,11.0,15934.0,66.0,0.6863931711045993,0.2299767981438515
1,93.0,21637.0,1255.0,7689.0,5580.0,3894.0,850.0,1255.0,97.0,11.8,9.0,20260.0,77.0,0.47078727723889013,0.3441303306181121
1,80.0,6922.0,265.0,7699.0,5430.0,4092.0,780.0,1350.0,98.0,13.4,8.0,12528.0,62.0,0.7721984078383344,0.1942902458366376
1,95.0,13738.0,711.0,7699.0,6607.0,4128.0,630.0,1935.0,100.0,13.9,6.0,17674.0,66.0,0.5901816497710081,0.2163222600052315
1,90.0,15638.0,693.0,11218.0,5990.0,4372.0,630.0,2045.0,96.0,18.9,6.0,9475.0,69.0,0.8486467022745003,0.22905027932960895
1,94.0,8713.0,607.0,7699.0,6081.0,4110.0,633.0,1191.0,94.0,21.3,10.0,10860.0,59.0,0.7955939765755716,0.20060754761070218
2,26.0,1369.0,1587.0,16530.0,6205.0,405.0,600.0,1248.0,81.0,8.9,25.0,10685.0,73.0,0.8137516688918558,0.25102543068088595
2,23.0,4309.0,549.0,13226.0,6452.0,100.0,750.0,2450.0,86.0,13.6,8.0,10074.0,62.0,0.746313963573287,0.3126089482858803
2,40.0,3891.0,128.0,13584.0,5928.0,396.0,630.0,1278.0,88.0,13.9,19.0,10872.0,100.0,0.6914655386912167,0.3195394026628284
2,45.0,13259.0,1429.0,17230.0,6482.0,330.0,600.0,2210.0,90.0,11.4,10.0,17007.0,68.0,0.6949055523755009,0.2914803483172511
2,36.0,2664.0,299.0,16320.0,5326.0,330.0,646.0,1171.0,87.0,11.2,14.0,13706.0,65.0,0.8121187474583164,0.2914371557336004
1,42.0,1276.0,9.0,14320.0,5304.0,866.0,490.0,1410.0,77.0,14.9,17.0,8837.0,87.0,0.7505263157894737,0.49228611500701264
2,35.0,1235.0,30.0,16249.0,5699.0,579.0,500.0,1998.0,84.0,13.6,29.0,11778.0,52.0,0.635930993456276,0.32179607109448083
2,21.0,765.0,191.0,13020.0,5490.0,840.0,900.0,2160.0,28.0,13.5,2.0,6944.0,54.0,0.8968481375358166,0.3546325878594249
2,21.0,88.0,12.0,10560.0,6200.0,428.0,825.0,2325.0,100.0,7.2,19.0,31012.0,55.0,0.6923076923076923,0.5
2,21.0,438.0,103.0,14500.0,5600.0,265.0,1200.0,1620.0,71.0,14.4,19.0,9742.0,30.0,0.768361581920904,0.3014705882352941
1,21.0,2571.0,1263.0,8725.0,3475.0,914.0,300.0,1248.0,82.0,13.4,19.0,7723.5,24.0,0.6833156216790648,0.645412130637636
2,40.0,3698.0,217.0,13600.0,5940.0,100.0,630.0,1820.0,93.0,15.6,13.0,10813.0,66.0,0.6952211489578037,0.3239488117001828
2,22.0,208.0,472.0,13400.0,5200.0,265.0,300.0,1400.0,68.0,10.9,43.0,11513.0,71.0,0.696,0.7701149425287356
2,42.0,3558.0,436.0,13592.0,5916.0,176.0,545.0,1328.0,84.0,14.2,10.0,11677.0,84.0,0.7064755838641189,0.28287002253944404
2,30.0,641.0,101.0,10800.0,4440.0,690.0,570.0,1515.0,55.0,13.1,13.0,8415.0,55.0,0.7223837209302325,0.289738430583501
1,16.0,1922.0,232.0,1672.0,3730.0,374.0,520.0,2200.0,63.0,27.9,19.0,3897.0,60.0,0.8348806366047745,0.45194598888006354
2,56.0,1892.0,7.0,17142.0,4190.0,120.0,450.0,1200.0,85.0,11.3,51.0,14664.0,84.0,0.49173682569379484,0.310716550412175
1,12.0,8463.0,1498.0,7731.0,4128.0,398.0,540.0,2286.0,75.0,21.5,8.0,6309.0,40.0,0.7245931283905968,0.4235088594958822
1,29.0,15646.0,1829.0,8412.0,4180.0,585.0,470.0,1800.0,87.0,19.2,10.0,7850.0,59.0,0.6659632833931209,0.3475918884664132
1,16.0,3793.0,486.0,6198.0,3320.0,327.0,500.0,2500.0,89.0,19.1,6.0,4362.0,46.0,0.8206395348837209,0.3978037548707049
1,6.0,3471.0,911.0,5016.0,3798.0,380.0,540.0,2256.0,48.0,28.8,12.0,3871.0,59.0,0.9191919191919192,0.6119505494505495
1,6.0,9544.0,8177.0,5790.0,4030.0,129.0,500.0,1205.0,75.0,21.1,14.0,4400.0,25.0,0.8470956719817767,0.5586554621848739
2,21.0,1142.0,27.0,12700.0,5480.0,60.0,520.0,1170.0,90.0,14.8,15.0,7723.5,53.0,0.8166214995483289,0.3407079646017699
1,10.0,3716.0,675.0,7100.0,4380.0,324.0,540.0,2948.0,63.0,19.4,0.0,5389.0,36.0,0.8843683083511777,0.4882970137207425
1,72.0,4236.0,472.0,8670.0,4030.0,265.0,500.0,1248.0,40.0,8.2,19.0,35754.0,88.0,0.16793973004080778,0.7227414330218068
1,28.0,18465.0,1541.0,12563.0,3811.0,459.0,540.0,2319.0,90.0,19.9,19.0,8703.0,66.0,0.6627319917514044,0.3686695278969957
2,29.0,2666.0,554.0,15192.0,4695.0,330.0,400.0,1350.0,84.0,15.9,21.0,11762.0,67.0,0.6728312037659717,0.2898550724637681
1,7.0,2315.0,146.0,5918.0,3755.0,507.0,500.0,2050.0,76.0,19.4,4.0,4599.0,52.0,0.6006661732050333,0.3721503388786198
1,12.0,2570.0,1569.0,8090.0,5544.0,265.0,540.0,2888.0,93.0,15.0,19.0,6236.0,60.0,0.7506053268765133,0.5129032258064516
1,30.0,3805.0,2728.0,9244.0,4030.0,240.0,520.0,2138.0,89.0,18.1,6.0,7996.0,24.0,0.46872393661384487,0.46441281138790036
2,9.0,1001.0,65.0,6720.0,3480.0,550.0,400.0,3725.0,56.0,8.6,2.0,4588.0,60.0,0.7931972789115647,0.5317324185248714
2,17.0,416.0,230.0,13290.0,5720.0,200.0,500.0,1500.0,90.0,11.5,26.0,8861.0,63.0,0.9631728045325779,0.3029411764705882
1,6.0,6394.0,3881.0,5962.0,4444.0,1298.0,500.0,985.0,69.0,16.7,4.0,4900.0,49.0,0.6089466089466089,0.35624012638230645
2,42.0,1630.0,232.0,18740.0,6300.0,210.0,600.0,500.0,86.0,10.7,40.0,14773.0,91.0,0.5093904448105436,0.2833117723156533
1,7.0,2818.0,1861.0,5962.0,3936.0,1218.0,500.0,1248.0,69.0,15.5,19.0,5920.0,60.0,0.6045856798069188,0.35129740518962077
2,30.0,2984.0,1037.0,15000.0,6200.0,310.0,700.0,1100.0,86.0,15.1,30.0,11220.0,94.0,0.6994147157190636,0.23341303048416018
2,21.0,1411.0,1914.0,10600.0,5020.0,200.0,500.0,1248.0,79.0,15.6,6.0,7033.0,79.0,0.8552392489400363,0.23796033994334279
2,13.0,570.0,1273.0,11300.0,5400.0,250.0,400.0,1000.0,30.0,12.2,2.0,9310.0,60.0,0.8608695652173913,0.30976430976430974
2,17.0,2677.0,714.0,12030.0,6140.0,590.0,1000.0,500.0,63.0,12.0,33.0,8847.0,86.0,0.580010775862069,0.3743613562470971
2,19.0,1707.0,1889.0,11070.0,5780.0,320.0,400.0,600.0,71.0,14.8,16.0,7120.0,82.0,0.8218465539661899,0.26845991561181437
1,4.0,5892.0,2478.0,5962.0,4796.0,1190.0,700.0,1248.0,62.0,15.8,8.0,5245.0,45.0,0.6884735202492211,0.3936651583710407
2,20.0,543.0,712.0,12200.0,4600.0,200.0,650.0,950.0,87.0,11.2,32.0,8680.0,76.0,0.8253424657534246,0.3983402489626556
2,46.0,1737.0,244.0,18810.0,5690.0,780.0,500.0,680.0,91.0,10.4,48.0,18034.0,91.0,0.5879659908436887,0.26585094549499444
1,72.0,930.0,472.0,8670.0,4030.0,265.0,500.0,1248.0,31.0,8.3,6.0,36704.0,71.0,0.09139046871935674,0.5944206008583691
2,16.0,527.0,312.0,12500.0,6810.0,624.0,500.0,500.0,76.0,7.9,19.0,7723.5,51.0,0.7374581939799331,0.3469387755102041
2,11.0,3768.0,1415.0,14220.0,6000.0,690.0,500.0,1440.0,61.0,10.7,9.0,10625.0,66.0,0.7951190710490061,0.29554455445544553
2,60.0,2714.0,27.0,19130.0,5600.0,660.0,1400.0,1400.0,90.0,12.1,39.0,16262.0,92.0,0.41345347862531434,0.3608717688798784
1,14.0,2766.0,1531.0,5962.0,4316.0,1513.0,650.0,500.0,71.0,16.9,14.0,5719.0,50.0,0.6873848987108656,0.37776289350301406
2,95.0,5217.0,83.0,19840.0,6510.0,265.0,630.0,2115.0,96.0,5.8,49.0,40386.0,99.0,0.22914525922466136,0.5368935996738687
1,23.0,12478.0,1660.0,11656.0,5072.0,888.0,700.0,2300.0,89.0,16.0,16.0,10178.0,71.0,0.7382639958911146,0.2871851954918603
2,35.0,4545.0,873.0,15934.0,6400.0,210.0,450.0,800.0,71.0,13.6,9.0,11803.0,69.0,0.7775850856275742,0.29216615556175074
2,24.0,2159.0,211.0,13712.0,6408.0,460.0,526.0,1100.0,90.0,9.3,18.0,12751.0,75.0,0.8352337514253135,0.3447098976109215
2,21.0,1541.0,221.0,4700.0,5400.0,330.0,663.0,2343.0,58.0,6.6,17.0,24182.0,60.0,0.7818181818181819,0.6077519379844961
2,38.0,5471.0,1470.0,17450.0,6328.0,720.0,700.0,950.0,92.0,7.6,15.0,14745.0,72.0,0.6427936507936508,0.29474516001580403
2,71.0,5881.0,406.0,18300.0,7131.0,156.0,670.0,1700.0,91.0,7.2,27.0,19635.0,95.0,0.25919928025191186,0.48247136410968416
2,21.0,6705.0,874.0,7128.0,3750.0,615.0,300.0,1248.0,78.0,7.5,4.0,18287.0,46.0,0.32364975450081834,0.5265486725663717
2,15.0,203.0,138.0,13780.0,6915.0,500.0,500.0,500.0,84.0,5.7,20.0,13844.0,60.0,0.4697986577181208,0.8714285714285714
2,19.0,309.0,639.0,11412.0,6430.0,150.0,500.0,900.0,89.0,8.3,37.0,11806.0,96.0,0.7651821862348178,0.5291005291005291
1,21.0,3658.0,6327.0,3566.0,4030.0,115.0,1550.0,1248.0,51.0,11.7,5.0,7723.5,60.0,0.9925545571245186,0.44412829798241077
1,21.0,1815.0,472.0,4878.0,3810.0,110.0,500.0,1248.0,60.0,13.7,19.0,9432.0,26.0,0.7066258138644198,0.4140921409214092
2,10.0,823.0,963.0,6120.0,2985.0,265.0,531.0,1830.0,25.0,27.6,4.0,6081.0,36.0,0.7393364928909952,0.6068376068376068
2,22.0,14130.0,4522.0,10220.0,4230.0,410.0,530.0,1300.0,82.0,18.3,15.0,10650.0,75.0,0.7279523743596843,0.30924305819703307
2,10.0,872.0,448.0,9890.0,4674.0,405.0,500.0,1350.0,52.0,14.4,15.0,6243.0,84.0,0.823469387755102,0.43370508054522927
2,21.0,615.0,1047.0,5340.0,4030.0,50.0,400.0,2000.0,46.0,12.5,19.0,5992.0,56.0,1.0,0.4980392156862745
2,18.0,1811.0,3144.0,11290.0,5360.0,240.0,600.0,1800.0,76.0,12.6,11.0,9084.0,72.0,0.7919191919191919,0.35586734693877553
2,12.0,2128.0,82.0,5188.0,3396.0,427.0,650.0,2500.0,48.0,13.8,9.0,6817.0,58.0,0.6986634264884569,0.47130434782608693
2,10.0,1125.0,482.0,9600.0,4600.0,380.0,600.0,1890.0,71.0,23.2,6.0,7400.0,33.0,0.7520325203252033,0.6378378378378379
2,39.0,1863.0,233.0,13900.0,4140.0,400.0,750.0,1500.0,90.0,10.6,7.0,8923.0,57.0,0.8115048793014895,0.3310126582278481
2,21.0,409.0,43.0,5200.0,3400.0,500.0,500.0,400.0,55.0,15.1,12.0,6724.0,60.0,0.968944099378882,0.6474358974358975
2,14.0,4772.0,856.0,7800.0,3750.0,80.0,570.0,3020.0,37.0,16.5,4.0,12878.0,44.0,0.8200571247223104,0.37074303405572756
1,21.0,7931.0,1357.0,6651.0,2668.0,80.0,600.0,1248.0,87.0,11.8,19.0,7243.0,60.0,0.5940573770491804,0.504656778199379
1,21.0,6035.0,6414.0,6700.0,4060.0,265.0,600.0,2270.0,90.0,15.6,2.0,8717.0,48.0,0.6567117258723671,0.395404499760651
2,21.0,1312.0,176.0,4160.0,3190.0,780.0,500.0,1000.0,38.0,17.1,3.0,5304.0,35.0,0.75,0.30944444444444447
2,33.0,1363.0,23.0,15360.0,4080.0,250.0,600.0,1000.0,82.0,12.8,26.0,15003.0,59.0,0.779887482419128,0.33002705139765554
